,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
34470,Finance,Bachelor's,m,1,35,3.0,5,1.0,0,62.0,0,4.0,62.0
34471,Sales & Marketing,Bachelor's,m,1,27,3.0,1,1.0,0,49.0,0,,49.0
34472,Analytics,Bachelor's,m,1,29,2.0,2,0.0,0,82.0,0,2.0,130.5
34473,Procurement,Bachelor's,f,1,29,1.5,2,0.0,0,67.0,0,1.0,67.0
34474,Technology,Bachelor's,f,1,54,3.0,13,1.0,0,80.0,0,4.0,80.0
34475,Procurement,Master's & above,m,1,41,3.0,13,1.0,0,72.0,0,4.0,130.5
34476,Technology,Bachelor's,m,1,42,3.0,9,0.0,0,79.0,0,3.0,79.0
34477,Legal,Bachelor's,m,1,30,3.0,1,0.0,0,58.0,0,,58.0
34478,Sales & Marketing,Master's & above,m,1,29,3.0,2,0.0,0,50.0,0,3.0,50.0
34479,Technology,Bachelor's,m,1,37,2.0,3,0.0,0,82.0,0,2.0,130.5
34480,Technology,Bachelor's,m,1,28,3.0,1,0.0,0,81.0,1,,81.0
34481,Sales & Marketing,Master's & above,m,1,38,4.0,4,0.0,0,50.0,0,4.0,50.0
34482,Technology,Bachelor's,f,1,29,5.0,4,0.0,0,75.0,0,5.0,75.0
34483,Finance,Bachelor's,m,1,30,1.5,7,0.0,0,64.0,0,1.0,128.0
34484,Finance,Bachelor's,m,1,36,1.5,8,0.0,0,61.0,0,1.0,61.0
34485,Technology,Master's & above,m,1,39,5.0,5,1.0,0,79.0,1,6.0,79.0
34486,Operations,Bachelor's,f,1,36,5.0,8,1.0,0,62.0,0,6.0,62.0
34487,Technology,Bachelor's,f,1,54,1.5,13,1.0,0,81.0,0,2.0,81.0
34488,Sales & Marketing,Master's & above,f,1,37,3.0,3,1.0,0,51.0,0,5.0,51.0
34489,Analytics,Bachelor's,m,1,30,4.0,4,0.0,0,83.0,0,4.0,130.5
34490,Operations,Bachelor's,f,1,28,4.0,5,0.0,0,60.0,0,4.0,120.0
34491,Operations,Bachelor's,f,1,35,3.0,7,1.0,0,57.0,0,4.0,57.0
34492,Sales & Marketing,Master's & above,m,1,41,4.0,2,1.0,0,98.0,1,6.0,98.0
34493,Procurement,Bachelor's,f,1,29,4.0,5,0.0,0,71.0,0,4.0,130.5
34494,Operations,Master's & above,f,1,54,5.0,12,0.0,0,60.0,0,5.0,60.0
34495,Procurement,Master's & above,f,1,36,5.0,2,1.0,0,73.0,0,6.0,73.0
34496,Analytics,Bachelor's,m,1,27,3.0,1,0.0,0,84.0,0,,130.5
34497,Procurement,Bachelor's,m,1,26,3.0,2,0.0,0,68.0,0,3.0,130.5
34498,Sales & Marketing,Bachelor's,f,1,31,3.0,3,0.0,0,49.0,0,3.0,49.0
34499,Sales & Marketing,Bachelor's,m,1,24,3.0,2,0.0,0,52.0,0,3.0,52.0
34500,Analytics,Bachelor's,m,1,26,3.0,4,0.0,0,85.0,0,3.0,85.0
34501,Technology,Bachelor's,f,1,32,3.0,6,0.0,0,79.0,0,3.0,79.0
34502,Sales & Marketing,Bachelor's,m,1,40,3.0,5,1.0,0,45.0,0,4.0,90.0
34503,Sales & Marketing,Bachelor's,m,1,28,2.0,2,1.0,0,50.0,0,3.0,130.5
34504,Procurement,Below Secondary,m,1,23,1.5,2,0.0,0,69.0,0,1.0,69.0
34505,Sales & Marketing,Bachelor's,f,1,28,4.0,3,0.0,0,48.0,0,4.0,48.0
34506,Procurement,Master's & above,m,1,34,2.0,6,0.0,0,69.0,0,2.0,69.0
34507,Operations,Master's & above,f,1,34,5.0,2,1.0,0,59.0,0,6.0,59.0
34508,Technology,Below Secondary,f,1,24,3.0,2,0.0,0,78.0,0,3.0,78.0
34509,Technology,Bachelor's,m,1,34,4.0,7,1.0,0,77.0,0,5.0,77.0
34510,HR,Below Secondary,f,1,24,3.0,2,1.0,0,51.0,0,4.0,51.0
34511,Sales & Marketing,Master's & above,m,1,36,5.0,3,1.0,0,45.0,0,6.0,45.0
34512,Technology,Bachelor's,m,1,28,4.0,3,1.0,0,77.0,0,5.0,77.0
34513,Analytics,Master's & above,m,1,32,5.0,3,1.0,0,85.0,1,6.0,85.0
34514,Sales & Marketing,Master's & above,m,1,39,4.0,9,0.0,0,53.0,0,4.0,53.0
34515,Operations,Bachelor's,m,1,31,3.0,3,1.0,0,59.0,0,4.0,118.0
34516,R&D,Bachelor's,f,1,27,1.5,4,0.0,0,84.0,0,1.0,84.0
34517,Analytics,Master's & above,m,1,36,3.0,3,0.0,0,86.0,0,3.0,130.5
34518,Sales & Marketing,Bachelor's,m,1,33,2.0,6,0.0,0,52.0,0,2.0,52.0
34519,Sales & Marketing,Bachelor's,m,1,27,1.5,2,0.0,0,47.0,0,1.0,47.0
34520,Sales & Marketing,Master's & above,m,1,38,3.0,3,0.0,0,44.0,0,3.0,44.0
34521,Technology,Master's & above,f,1,45,2.0,3,0.0,0,76.0,0,2.0,76.0
34522,Operations,Master's & above,m,1,42,3.0,7,0.0,0,60.0,0,3.0,60.0
34523,Technology,Bachelor's,m,1,32,3.0,9,0.0,0,76.0,0,3.0,76.0
34524,Procurement,Master's & above,m,1,35,4.0,7,0.0,0,66.0,0,4.0,66.0
34525,Analytics,Bachelor's,m,1,29,3.0,1,1.0,0,81.0,0,,81.0
34526,Sales & Marketing,Bachelor's,f,1,28,2.0,3,0.0,0,54.0,0,2.0,54.0
34527,Sales & Marketing,Bachelor's,m,1,32,5.0,7,0.0,0,52.0,0,5.0,52.0
34528,R&D,Master's & above,m,1,34,5.0,6,1.0,0,82.0,0,6.0,130.5
34529,Operations,Bachelor's,m,1,34,4.0,6,0.0,0,59.0,0,4.0,59.0
34530,HR,Bachelor's,f,1,31,3.0,5,1.0,0,50.0,0,4.0,50.0
34531,Sales & Marketing,Master's & above,f,1,31,5.0,6,0.0,0,51.0,0,5.0,51.0
34532,Technology,Bachelor's,f,1,29,1.5,2,0.0,0,77.0,0,1.0,77.0
34533,Operations,Bachelor's,m,1,38,4.0,7,0.0,0,59.0,0,4.0,59.0
34534,Technology,Bachelor's,m,1,27,4.0,4,0.0,0,80.0,0,4.0,130.5
34535,Procurement,Bachelor's,f,1,29,3.0,1,1.0,0,72.0,0,,72.0
34536,Technology,Bachelor's,f,1,30,1.5,2,0.0,0,79.0,0,1.0,79.0
34537,Operations,Bachelor's,f,1,38,3.0,3,1.0,0,54.0,0,4.0,54.0
34538,HR,Bachelor's,m,1,34,4.0,8,0.0,0,46.0,0,4.0,46.0
34539,Procurement,Master's & above,m,1,54,4.0,3,1.0,0,72.0,0,5.0,72.0
34540,Sales & Marketing,Master's & above,m,1,44,1.5,13,0.0,0,51.0,0,1.0,51.0
34541,Analytics,Bachelor's,f,1,26,5.0,3,1.0,0,86.0,0,6.0,130.5
34542,Technology,Bachelor's,m,1,28,5.0,3,1.0,0,98.0,1,6.0,98.0
34543,Analytics,Bachelor's,f,1,28,4.0,2,0.0,0,87.0,0,4.0,87.0
34544,Technology,Bachelor's,f,1,26,2.0,3,0.0,0,78.0,0,2.0,78.0
34545,Operations,Bachelor's,f,1,32,5.0,6,1.0,0,64.0,0,6.0,64.0
34546,Procurement,Bachelor's,f,1,27,3.0,3,0.0,0,67.0,0,3.0,130.5
34547,Technology,Bachelor's,f,1,33,1.5,8,0.0,0,80.0,0,1.0,80.0
34548,Operations,Bachelor's,f,1,32,4.0,5,0.0,0,59.0,0,4.0,59.0
34549,Technology,Bachelor's,m,1,36,1.5,10,0.0,0,78.0,0,1.0,78.0
34550,Legal,Bachelor's,f,1,30,3.0,1,1.0,0,58.0,1,,58.0
34551,Operations,Master's & above,f,1,47,4.0,4,1.0,0,59.0,0,5.0,59.0
34552,Sales & Marketing,Master's & above,m,1,34,3.0,7,0.0,0,55.0,0,3.0,55.0
34553,Operations,Bachelor's,f,1,33,2.0,2,0.0,0,59.0,0,2.0,59.0
34554,Sales & Marketing,Bachelor's,m,1,34,3.0,7,0.0,0,48.0,0,3.0,48.0
34555,Procurement,Bachelor's,f,1,33,3.0,6,0.0,0,73.0,0,3.0,73.0
34556,Operations,Bachelor's,m,1,30,5.0,2,1.0,0,53.0,0,6.0,53.0
34557,Sales & Marketing,Bachelor's,m,1,28,1.5,4,0.0,0,47.0,0,1.0,47.0
34558,Analytics,Bachelor's,m,1,26,3.0,4,0.0,0,82.0,0,3.0,130.5
34559,Procurement,Master's & above,m,1,36,2.0,7,0.0,0,68.0,0,2.0,130.5
34560,R&D,Master's & above,m,1,31,3.0,5,0.0,0,83.0,0,3.0,83.0
34561,Sales & Marketing,Bachelor's,m,1,32,1.5,3,0.0,0,50.0,0,1.0,50.0
34562,Procurement,Master's & above,m,1,38,3.0,4,1.0,0,72.0,0,4.0,72.0
34563,Sales & Marketing,Master's & above,m,1,33,1.5,4,0.0,0,51.0,0,1.0,51.0
34564,Sales & Marketing,Bachelor's,m,1,37,3.0,9,0.0,0,48.0,0,3.0,48.0
34565,Sales & Marketing,Master's & above,m,1,40,3.0,3,1.0,0,51.0,0,4.0,51.0
34566,Operations,Master's & above,f,1,46,4.0,7,0.0,0,64.0,0,4.0,64.0
34567,Technology,Master's & above,m,1,43,4.0,6,1.0,0,78.0,0,5.0,78.0
34568,Legal,Below Secondary,f,1,26,5.0,2,0.0,0,57.0,0,5.0,57.0
34569,Sales & Marketing,Bachelor's,m,1,27,1.5,5,0.0,0,52.0,0,1.0,52.0
34570,Technology,Bachelor's,f,1,33,4.0,9,0.0,0,75.0,0,4.0,75.0
34571,R&D,Bachelor's,m,1,31,3.0,5,0.0,0,86.0,0,3.0,86.0
34572,Sales & Marketing,Bachelor's,m,1,31,5.0,6,0.0,0,47.0,0,5.0,47.0
34573,Sales & Marketing,Bachelor's,m,1,43,4.0,13,0.0,0,52.0,0,4.0,52.0
34574,HR,Bachelor's,m,1,34,3.0,4,1.0,0,56.0,0,4.0,56.0
34575,Sales & Marketing,Bachelor's,m,1,26,4.0,4,0.0,0,57.0,1,4.0,57.0
34576,Sales & Marketing,Bachelor's,m,1,28,3.0,3,0.0,0,48.0,0,3.0,48.0
34577,Operations,Bachelor's,f,1,31,4.0,4,1.0,0,64.0,0,5.0,64.0
34578,Sales & Marketing,Master's & above,f,1,36,1.5,2,0.0,0,53.0,0,1.0,53.0
34579,Sales & Marketing,Bachelor's,m,1,24,4.0,2,0.0,0,98.0,1,4.0,98.0
34580,Sales & Marketing,Master's & above,f,1,33,5.0,6,1.0,0,50.0,0,6.0,50.0
34581,Analytics,Master's & above,m,1,37,5.0,4,0.0,0,84.0,1,6.0,130.5
34582,Operations,Bachelor's,f,1,28,3.0,1,0.0,0,58.0,0,,58.0
34583,Analytics,Bachelor's,m,1,28,4.0,5,1.0,0,86.0,1,5.0,86.0
34584,Technology,Bachelor's,m,1,38,2.0,2,0.0,0,81.0,0,2.0,81.0
34585,Sales & Marketing,Master's & above,m,1,34,2.0,7,0.0,0,49.0,0,2.0,49.0
34586,Procurement,Master's & above,m,1,40,3.0,9,0.0,0,68.0,0,3.0,130.5
34587,Finance,Master's & above,m,1,34,3.0,6,0.0,0,59.0,0,3.0,118.0
34588,Technology,Master's & above,m,1,32,3.0,5,0.0,0,74.0,0,3.0,74.0
34589,Sales & Marketing,Master's & above,f,1,49,5.0,13,1.0,0,49.0,0,6.0,49.0
34590,Analytics,Bachelor's,m,1,29,5.0,6,0.0,0,85.0,0,5.0,85.0
34591,Operations,Master's & above,f,1,41,3.0,7,1.0,0,62.0,1,4.0,62.0
34592,Operations,Bachelor's,f,1,35,1.5,8,0.0,0,61.0,0,1.0,61.0
34593,Sales & Marketing,Bachelor's,m,1,30,4.0,3,0.0,0,46.0,0,4.0,46.0
34594,Procurement,Master's & above,f,1,38,3.0,5,0.0,0,66.0,0,3.0,66.0
34595,Finance,Bachelor's,m,1,47,3.0,7,1.0,0,56.0,0,4.0,112.0
34596,Sales & Marketing,Bachelor's,m,1,43,3.0,5,1.0,0,49.0,0,4.0,49.0
34597,Sales & Marketing,Master's & above,m,1,30,1.5,2,0.0,0,49.0,0,1.0,98.0
34598,HR,Bachelor's,m,1,31,3.0,4,0.0,0,52.0,0,3.0,104.0
34599,Legal,Bachelor's,m,1,30,2.0,4,0.0,0,57.0,0,2.0,57.0
34600,Operations,Bachelor's,m,1,32,5.0,6,1.0,0,58.0,0,6.0,58.0
34601,Sales & Marketing,Bachelor's,m,1,30,5.0,3,1.0,0,46.0,0,6.0,46.0
34602,Analytics,Master's & above,m,1,42,5.0,13,0.0,0,85.0,0,5.0,85.0
34603,Technology,Bachelor's,m,1,28,3.0,1,0.0,0,72.0,0,,130.5
34604,Procurement,Master's & above,f,1,39,5.0,7,0.0,0,66.0,0,5.0,66.0
34605,Technology,Bachelor's,m,1,28,4.0,5,0.0,0,78.0,0,4.0,130.5
34606,Procurement,Master's & above,m,1,38,5.0,9,1.0,0,71.0,0,6.0,130.5
34607,Sales & Marketing,Bachelor's,m,1,29,4.0,2,0.0,0,49.0,0,4.0,49.0
34608,Procurement,Bachelor's,f,1,52,2.0,3,1.0,0,71.0,0,3.0,71.0
34609,Sales & Marketing,Bachelor's,m,1,47,5.0,13,0.0,0,52.0,0,5.0,52.0
34610,Finance,Bachelor's,m,1,39,1.5,4,0.0,0,64.0,0,1.0,128.0
34611,HR,Master's & above,m,1,38,4.0,4,1.0,0,46.0,0,5.0,46.0
34612,Sales & Marketing,Bachelor's,m,1,31,4.0,4,0.0,0,51.0,0,4.0,51.0
34613,Sales & Marketing,Bachelor's,f,1,28,3.0,2,0.0,0,51.0,0,3.0,51.0
34614,Sales & Marketing,Bachelor's,m,1,35,3.0,7,0.0,0,51.0,0,3.0,51.0
34615,Sales & Marketing,Bachelor's,m,1,29,3.0,5,0.0,0,50.0,0,3.0,50.0
34616,Analytics,Bachelor's,m,1,31,3.0,6,1.0,0,88.0,0,4.0,88.0
34617,Sales & Marketing,Bachelor's,m,1,39,1.5,6,0.0,0,49.0,0,1.0,49.0
34618,Sales & Marketing,Bachelor's,m,1,40,5.0,5,0.0,0,52.0,0,5.0,52.0
34619,Technology,Master's & above,f,1,35,3.0,10,1.0,0,83.0,1,4.0,130.5
34620,Operations,Bachelor's,f,1,27,3.0,1,0.0,0,62.0,0,,62.0
34621,Procurement,Bachelor's,f,1,33,5.0,6,1.0,0,69.0,0,6.0,69.0
34622,Procurement,Bachelor's,f,1,33,5.0,2,1.0,0,69.0,0,6.0,69.0
34623,Sales & Marketing,Bachelor's,m,1,33,3.0,2,1.0,0,50.0,0,4.0,50.0
34624,Procurement,Master's & above,f,1,33,2.0,7,0.0,0,68.0,0,2.0,130.5
34625,Operations,Master's & above,f,1,45,5.0,7,1.0,0,62.0,0,6.0,62.0
34626,Analytics,Bachelor's,m,1,36,3.0,8,1.0,0,81.0,0,4.0,81.0
34627,Procurement,Bachelor's,m,1,35,1.5,3,0.0,0,68.0,0,1.0,68.0
34628,Finance,Bachelor's,m,1,30,4.0,5,0.0,0,64.0,0,4.0,64.0
34629,Sales & Marketing,Bachelor's,m,1,30,3.0,3,0.0,0,46.0,0,3.0,130.5
34630,HR,Bachelor's,m,1,42,3.0,12,0.0,0,52.0,0,3.0,52.0
34631,Operations,Bachelor's,f,1,33,4.0,7,0.0,0,55.0,0,4.0,55.0
34632,Legal,Bachelor's,m,1,54,3.0,11,0.0,0,61.0,0,3.0,61.0
34633,Finance,Bachelor's,m,1,29,3.0,1,1.0,0,57.0,0,4.0,130.5
34634,Analytics,Bachelor's,m,1,27,3.0,1,0.0,0,87.0,1,,87.0
34635,Analytics,Bachelor's,m,1,39,5.0,3,1.0,0,87.0,0,6.0,87.0
34636,Procurement,Master's & above,m,1,43,1.5,13,0.0,0,68.0,0,1.0,68.0
34637,Operations,Bachelor's,m,1,30,5.0,5,1.0,0,58.0,0,6.0,130.5
34638,Sales & Marketing,Bachelor's,m,1,46,1.5,13,0.0,0,52.0,0,1.0,52.0
34639,Technology,Bachelor's,f,1,32,4.0,7,1.0,0,82.0,0,5.0,82.0
34640,Sales & Marketing,Bachelor's,m,1,31,3.0,3,0.0,0,48.0,0,3.0,48.0
34641,Operations,Bachelor's,f,1,34,5.0,7,1.0,0,55.0,0,6.0,55.0
34642,Operations,Bachelor's,m,1,29,3.0,6,0.0,0,58.0,0,3.0,58.0
34643,Procurement,Bachelor's,f,1,33,5.0,6,1.0,0,73.0,0,6.0,73.0
34644,Finance,Bachelor's,m,1,32,4.0,4,0.0,0,59.0,0,4.0,59.0
34645,Analytics,Bachelor's,m,1,26,1.5,2,0.0,0,84.0,0,1.0,84.0
34646,Sales & Marketing,Master's & above,m,1,41,4.0,3,0.0,0,53.0,0,4.0,106.0
34647,Procurement,Master's & above,f,1,32,2.0,10,1.0,0,62.0,0,3.0,62.0
34648,Procurement,Master's & above,f,1,32,3.0,3,0.0,0,85.0,1,3.0,85.0
34649,Sales & Marketing,Bachelor's,m,1,42,3.0,13,0.0,0,48.0,0,3.0,48.0
34650,Technology,Bachelor's,f,1,26,3.0,2,0.0,0,80.0,0,3.0,80.0
34651,Operations,Master's & above,f,1,39,3.0,8,1.0,0,61.0,0,4.0,61.0
34652,Sales & Marketing,Bachelor's,m,1,30,5.0,5,0.0,0,49.0,0,5.0,98.0
34653,HR,Master's & above,m,1,40,5.0,5,0.0,0,49.0,0,5.0,98.0
34654,Technology,Bachelor's,m,1,31,5.0,4,1.0,0,80.0,0,6.0,130.5
34655,Analytics,Bachelor's,m,1,37,3.0,10,0.0,0,87.0,0,3.0,87.0
34656,Analytics,Master's & above,m,1,47,5.0,13,0.0,0,86.0,0,5.0,86.0
34657,Procurement,Bachelor's,f,1,34,4.0,10,1.0,0,68.0,0,5.0,68.0
34658,HR,Bachelor's,m,1,39,4.0,4,0.0,0,44.0,0,4.0,44.0
34659,Operations,Bachelor's,f,1,31,3.0,1,1.0,0,67.0,0,,67.0
34660,Sales & Marketing,Bachelor's,m,1,31,5.0,4,0.0,0,53.0,0,5.0,53.0
34661,Procurement,Master's & above,m,1,40,4.0,13,1.0,0,74.0,0,5.0,74.0
34662,Analytics,Bachelor's,f,1,34,4.0,5,0.0,0,83.0,0,4.0,130.5
34663,Operations,Below Secondary,f,1,24,5.0,2,1.0,0,61.0,0,6.0,61.0
34664,Operations,Bachelor's,f,1,37,5.0,7,0.0,0,60.0,0,5.0,60.0
34665,Procurement,Master's & above,m,1,43,3.0,7,1.0,0,69.0,0,4.0,69.0
34666,Sales & Marketing,Master's & above,m,1,54,3.0,13,0.0,0,51.0,0,3.0,51.0
34667,Operations,Bachelor's,m,1,28,4.0,4,0.0,0,59.0,0,4.0,59.0
34668,HR,Master's & above,m,1,43,1.5,5,0.0,0,49.0,0,1.0,49.0
34669,Operations,Master's & above,m,1,40,4.0,5,1.0,0,57.0,0,5.0,57.0
34670,Operations,Bachelor's,m,1,46,5.0,13,1.0,0,60.0,0,6.0,120.0
34671,Operations,Master's & above,f,1,49,3.0,13,0.0,0,69.0,1,3.0,69.0
34672,Sales & Marketing,Bachelor's,m,1,31,3.0,3,0.0,0,49.0,0,3.0,130.5
34673,Sales & Marketing,Bachelor's,f,1,33,4.0,3,1.0,0,51.0,0,5.0,51.0
34674,Procurement,Master's & above,m,1,54,3.0,8,1.0,0,68.0,0,4.0,68.0
34675,Sales & Marketing,Bachelor's,f,1,31,3.0,3,0.0,0,48.0,0,3.0,96.0
34676,Operations,Bachelor's,m,1,30,3.0,5,1.0,0,59.0,0,4.0,59.0
34677,Operations,Bachelor's,m,1,41,4.0,3,1.0,0,60.0,0,5.0,120.0
34678,Sales & Marketing,Bachelor's,m,1,32,5.0,4,0.0,0,51.0,0,5.0,51.0
34679,HR,Bachelor's,f,1,40,3.0,5,0.0,0,54.0,0,3.0,54.0
34680,Analytics,Bachelor's,m,1,38,4.0,10,0.0,0,84.0,0,4.0,84.0
34681,Operations,Bachelor's,m,1,36,4.0,10,1.0,0,59.0,0,5.0,59.0
34682,Sales & Marketing,Bachelor's,m,1,29,1.5,8,0.0,0,46.0,0,1.0,130.5
34683,Procurement,Master's & above,f,1,34,3.0,6,1.0,0,71.0,0,4.0,71.0
34684,Technology,Bachelor's,m,1,32,2.0,5,0.0,0,92.0,1,2.0,130.5
34685,Sales & Marketing,Bachelor's,m,1,30,4.0,6,0.0,0,49.0,0,4.0,49.0
34686,Operations,Bachelor's,f,1,33,2.0,4,0.0,0,57.0,0,2.0,57.0
34687,Operations,Bachelor's,f,1,33,3.0,4,0.0,0,59.0,0,3.0,59.0
34688,Operations,Bachelor's,f,1,35,3.0,9,0.0,0,59.0,0,3.0,59.0
34689,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,51.0,0,,51.0
34690,Technology,Master's & above,m,1,35,4.0,3,0.0,0,82.0,0,4.0,130.5
34691,Operations,Bachelor's,f,1,39,1.5,7,0.0,0,65.0,0,1.0,130.0
34692,Operations,Master's & above,f,1,31,3.0,6,0.0,0,58.0,0,3.0,58.0
34693,Analytics,Bachelor's,m,1,29,5.0,3,1.0,0,80.0,0,6.0,80.0
34694,Sales & Marketing,Bachelor's,m,1,32,5.0,5,1.0,0,52.0,0,6.0,52.0
34695,Procurement,Master's & above,f,1,53,2.0,12,1.0,0,70.0,1,3.0,70.0
34696,Sales & Marketing,Bachelor's,m,1,26,3.0,4,0.0,0,52.0,0,3.0,130.5
34697,Sales & Marketing,Bachelor's,m,1,29,1.5,4,0.0,0,51.0,0,1.0,102.0
34698,Sales & Marketing,Bachelor's,m,1,50,1.5,2,0.0,0,56.0,0,1.0,56.0
34699,Analytics,Bachelor's,m,1,28,3.0,2,0.0,0,82.0,0,3.0,82.0
34700,Finance,Master's & above,m,1,34,1.5,4,0.0,0,60.0,0,1.0,60.0
34701,Sales & Marketing,Bachelor's,m,1,33,5.0,5,1.0,0,52.0,0,6.0,104.0
34702,Procurement,Bachelor's,m,1,27,3.0,3,0.0,0,73.0,0,3.0,130.5
34703,Technology,Bachelor's,m,1,46,3.0,13,0.0,0,80.0,0,3.0,80.0
34704,Procurement,Bachelor's,f,1,32,3.0,7,0.0,0,74.0,0,3.0,130.5
34705,Procurement,Bachelor's,f,1,41,3.0,4,0.0,0,70.0,0,3.0,130.5
34706,Procurement,Bachelor's,m,1,30,1.5,4,0.0,0,67.0,0,1.0,130.5
34707,Finance,Bachelor's,f,1,27,3.0,2,0.0,0,59.0,0,3.0,59.0
34708,Sales & Marketing,Master's & above,m,1,54,5.0,13,1.0,0,52.0,0,6.0,52.0
34709,Technology,Master's & above,f,1,32,4.0,5,0.0,0,81.0,0,4.0,81.0
34710,Operations,Bachelor's,m,1,41,3.0,6,1.0,0,58.0,0,4.0,58.0
34711,Sales & Marketing,Bachelor's,m,1,36,5.0,8,0.0,0,48.0,0,5.0,48.0
34712,Finance,Bachelor's,f,1,31,3.0,7,1.0,0,53.0,0,4.0,53.0
34713,Finance,Bachelor's,m,1,30,3.0,1,0.0,0,59.0,0,,59.0
34714,Sales & Marketing,Master's & above,m,1,54,3.0,12,1.0,0,53.0,1,4.0,53.0
34715,Legal,Bachelor's,m,1,26,3.0,3,1.0,0,66.0,0,4.0,66.0
34716,Operations,Bachelor's,f,1,24,3.0,1,0.0,0,59.0,0,,59.0
34717,Sales & Marketing,Bachelor's,f,1,27,3.0,1,0.0,0,47.0,0,,47.0
34718,Procurement,Bachelor's,m,1,29,1.5,5,0.0,0,64.0,0,1.0,64.0
34719,Operations,Bachelor's,f,1,31,3.0,8,0.0,0,61.0,0,3.0,61.0
34720,Legal,Bachelor's,m,1,31,5.0,3,1.0,0,63.0,0,6.0,63.0
34721,Sales & Marketing,Bachelor's,m,1,32,3.0,6,0.0,0,47.0,0,3.0,47.0
34722,Operations,Bachelor's,f,1,29,4.0,4,1.0,0,60.0,0,5.0,60.0
34723,Technology,Bachelor's,m,1,39,3.0,5,0.0,0,79.0,0,3.0,79.0
34724,Operations,Master's & above,m,1,40,4.0,7,0.0,0,61.0,0,4.0,61.0
34725,HR,Bachelor's,m,1,28,3.0,1,1.0,0,51.0,1,,51.0
34726,Procurement,Bachelor's,m,1,27,1.5,3,0.0,0,66.0,0,1.0,66.0
34727,Sales & Marketing,Bachelor's,m,1,33,4.0,10,0.0,0,46.0,0,4.0,46.0
34728,Operations,Master's & above,f,1,38,5.0,3,1.0,0,59.0,0,6.0,118.0
34729,Sales & Marketing,Master's & above,m,1,39,5.0,13,1.0,0,47.0,1,6.0,47.0
34730,Operations,Bachelor's,f,1,54,4.0,12,0.0,0,59.0,0,4.0,59.0
34731,Analytics,Bachelor's,m,1,25,3.0,2,1.0,0,91.0,0,4.0,91.0
34732,Operations,Bachelor's,f,1,36,5.0,9,1.0,0,59.0,1,6.0,59.0
34733,Operations,Master's & above,m,1,42,3.0,8,0.0,0,60.0,0,3.0,120.0
34734,Sales & Marketing,Bachelor's,m,1,35,3.0,2,0.0,0,49.0,0,3.0,49.0
34735,Technology,Bachelor's,f,1,27,2.0,2,0.0,0,80.0,0,2.0,130.5
34736,Sales & Marketing,Bachelor's,f,1,28,3.0,2,0.0,0,50.0,0,3.0,50.0
34737,Sales & Marketing,Bachelor's,m,1,38,3.0,3,0.0,0,50.0,0,3.0,50.0
34738,Operations,Below Secondary,f,1,24,3.0,2,0.0,0,59.0,0,3.0,59.0
34739,Sales & Marketing,Bachelor's,m,1,27,3.0,5,1.0,0,51.0,0,4.0,51.0
34740,Sales & Marketing,Bachelor's,f,1,34,5.0,8,0.0,0,49.0,0,5.0,49.0
34741,Sales & Marketing,Master's & above,m,1,35,1.5,7,0.0,0,51.0,0,1.0,51.0
34742,Sales & Marketing,Bachelor's,f,1,44,2.0,13,0.0,0,46.0,0,2.0,46.0
34743,Sales & Marketing,Bachelor's,m,1,32,5.0,6,1.0,0,52.0,0,6.0,52.0
34744,Sales & Marketing,Master's & above,f,1,32,5.0,6,0.0,0,51.0,0,5.0,51.0
34745,Technology,Bachelor's,m,1,51,2.0,13,0.0,0,76.0,0,2.0,76.0
34746,Sales & Marketing,Master's & above,f,1,35,3.0,4,1.0,0,47.0,0,4.0,47.0
34747,Operations,Bachelor's,f,1,38,5.0,10,1.0,0,53.0,0,6.0,106.0
34748,Procurement,Bachelor's,f,1,31,4.0,3,0.0,0,71.0,0,4.0,71.0
34749,Operations,Bachelor's,m,1,29,3.0,1,0.0,0,75.0,1,,75.0
34750,Procurement,Bachelor's,m,1,54,4.0,13,0.0,0,72.0,0,4.0,72.0
34751,Technology,Master's & above,f,1,30,3.0,3,0.0,0,79.0,0,3.0,79.0
34752,Finance,Bachelor's,m,1,36,3.0,4,1.0,0,58.0,0,4.0,58.0
34753,HR,Bachelor's,m,1,27,5.0,4,0.0,0,47.0,0,5.0,47.0
34754,Technology,Bachelor's,f,1,32,5.0,8,1.0,0,79.0,0,6.0,130.5
34755,Procurement,Bachelor's,f,1,29,3.0,2,0.0,0,67.0,0,3.0,130.5
34756,Sales & Marketing,Bachelor's,f,1,30,3.0,5,1.0,0,49.0,1,4.0,98.0
34757,Sales & Marketing,Bachelor's,m,1,32,4.0,2,0.0,0,46.0,0,4.0,46.0
34758,Finance,Master's & above,m,1,37,3.0,7,0.0,0,58.0,0,3.0,58.0
34759,Procurement,Bachelor's,f,1,29,3.0,4,0.0,0,71.0,0,3.0,71.0
34760,Operations,Bachelor's,m,1,33,5.0,10,1.0,0,62.0,0,6.0,62.0
34761,Procurement,Bachelor's,f,1,32,5.0,4,1.0,0,70.0,0,6.0,70.0
34762,HR,Bachelor's,m,1,30,3.0,7,0.0,0,50.0,0,3.0,50.0
34763,Procurement,Bachelor's,f,1,31,3.0,7,1.0,0,71.0,0,4.0,71.0
34764,Technology,Bachelor's,m,1,26,4.0,3,0.0,0,84.0,0,4.0,84.0
