,department,education,gender,no_of_trainings,age,previous_year_rating,length_of_service,kpi_80,award_won,avg_training_score,is_promoted,sum_metric,total_score
40463,Analytics,Bachelor's,f,1,29,4.0,3,1.0,0,87.0,0,5.0,87.0
40464,Technology,Master's & above,m,1,54,4.0,13,0.0,0,81.0,0,4.0,81.0
40465,Sales & Marketing,Bachelor's,m,1,35,3.0,10,0.0,0,56.0,0,3.0,56.0
40466,Sales & Marketing,Master's & above,f,1,35,3.0,9,1.0,0,54.0,0,4.0,54.0
40467,Operations,Bachelor's,m,1,33,5.0,10,1.0,0,59.0,0,6.0,59.0
40468,Technology,Bachelor's,f,1,33,3.0,7,0.0,0,82.0,0,3.0,82.0
40469,Sales & Marketing,Bachelor's,m,1,36,2.0,4,0.0,0,50.0,0,2.0,50.0
40470,Procurement,Master's & above,m,1,35,5.0,10,1.0,0,66.0,0,6.0,66.0
40471,Technology,Bachelor's,m,1,33,3.0,4,0.0,0,82.0,0,3.0,130.5
40472,Analytics,Bachelor's,m,1,29,3.0,4,0.0,0,87.0,0,3.0,130.5
40473,Sales & Marketing,Master's & above,m,1,39,1.5,4,0.0,0,51.0,0,1.0,51.0
40474,Operations,Master's & above,m,1,47,3.0,13,0.0,0,62.0,0,3.0,62.0
40475,Operations,Bachelor's,m,1,33,3.0,7,1.0,0,86.0,1,4.0,86.0
40476,Operations,Bachelor's,m,1,32,2.0,7,0.0,0,53.0,0,2.0,53.0
40477,Operations,Master's & above,m,1,35,3.0,5,1.0,0,62.0,0,4.0,62.0
40478,Procurement,Bachelor's,f,1,30,3.0,6,0.0,0,72.0,0,3.0,130.5
40479,Sales & Marketing,Bachelor's,m,1,30,3.0,5,1.0,0,47.0,0,4.0,47.0
40480,Operations,Bachelor's,m,1,38,3.0,4,1.0,0,58.0,1,5.0,116.0
40481,Sales & Marketing,Bachelor's,f,1,27,3.0,5,0.0,0,51.0,0,3.0,51.0
40482,HR,Bachelor's,f,1,30,5.0,4,1.0,0,48.0,0,6.0,48.0
40483,Procurement,Master's & above,f,1,39,5.0,12,1.0,0,69.0,0,6.0,69.0
40484,R&D,Master's & above,m,1,40,5.0,2,0.0,0,86.0,0,5.0,86.0
40485,Sales & Marketing,Bachelor's,m,1,41,2.0,8,0.0,0,50.0,0,2.0,50.0
40486,Sales & Marketing,Bachelor's,m,1,30,3.0,2,0.0,0,50.0,0,3.0,50.0
40487,Sales & Marketing,Bachelor's,m,1,40,1.5,4,0.0,0,55.0,0,1.0,55.0
40488,Technology,Bachelor's,m,1,24,3.0,2,0.0,0,79.0,0,3.0,79.0
40489,Operations,Master's & above,m,1,37,2.0,4,0.0,0,66.0,0,2.0,66.0
40490,Technology,Master's & above,m,1,33,2.0,2,1.0,0,78.0,1,3.0,78.0
40491,Technology,Master's & above,f,1,41,2.0,6,1.0,0,84.0,0,3.0,84.0
40492,Procurement,Bachelor's,m,1,39,3.0,7,0.0,0,70.0,0,3.0,70.0
40493,Procurement,Bachelor's,f,1,32,1.5,4,0.0,0,65.0,0,1.0,65.0
40494,Operations,Below Secondary,f,1,27,3.0,3,1.0,0,57.0,0,4.0,57.0
40495,Operations,Bachelor's,m,1,28,3.0,3,0.0,0,62.0,0,3.0,62.0
40496,Procurement,Bachelor's,f,1,29,3.0,5,0.0,0,75.0,0,4.0,75.0
40497,Operations,Master's & above,f,1,45,3.0,3,0.0,0,63.0,0,3.0,63.0
40498,Sales & Marketing,Bachelor's,m,1,23,3.0,1,0.0,0,45.0,0,,45.0
40499,Procurement,Master's & above,f,1,40,1.5,7,0.0,0,70.0,0,1.0,70.0
40500,Operations,Bachelor's,m,1,44,5.0,13,0.0,0,73.0,1,5.0,130.5
40501,Operations,Bachelor's,m,1,40,4.0,8,1.0,0,66.0,0,5.0,66.0
40502,Procurement,Bachelor's,m,1,30,4.0,2,0.0,0,70.0,0,4.0,70.0
40503,Sales & Marketing,Master's & above,m,1,45,2.0,2,1.0,0,49.0,0,3.0,49.0
40504,Operations,Bachelor's,m,1,40,4.0,11,1.0,0,58.0,0,5.0,58.0
40505,Legal,Bachelor's,m,1,29,3.0,3,0.0,0,71.0,1,3.0,71.0
40506,HR,Bachelor's,m,1,28,3.0,4,0.0,0,48.0,0,3.0,48.0
40507,Technology,Master's & above,f,1,32,2.0,6,1.0,0,82.0,0,3.0,82.0
40508,Analytics,Bachelor's,m,1,40,5.0,12,0.0,0,84.0,0,5.0,84.0
40509,Technology,Bachelor's,f,1,48,3.0,6,0.0,0,82.0,0,3.0,82.0
40510,Technology,Bachelor's,m,1,35,2.0,7,0.0,0,79.0,0,2.0,79.0
40511,Procurement,Master's & above,f,1,38,5.0,8,1.0,0,72.0,1,6.0,72.0
40512,Sales & Marketing,Bachelor's,m,1,34,4.0,4,0.0,0,58.0,1,5.0,116.0
40513,Sales & Marketing,Bachelor's,m,1,28,1.5,6,0.0,0,54.0,0,1.0,54.0
40514,Operations,Bachelor's,m,1,35,3.0,9,1.0,0,63.0,0,4.0,63.0
40515,Operations,Bachelor's,f,1,54,5.0,10,1.0,0,60.0,0,6.0,60.0
40516,Sales & Marketing,Bachelor's,m,1,30,5.0,5,1.0,0,51.0,0,6.0,51.0
40517,Sales & Marketing,Bachelor's,m,1,32,5.0,4,1.0,0,51.0,0,6.0,51.0
40518,Sales & Marketing,Bachelor's,m,1,30,4.0,5,0.0,0,46.0,0,4.0,92.0
40519,Technology,Bachelor's,f,1,26,1.5,2,0.0,0,82.0,0,1.0,82.0
40520,Procurement,Master's & above,m,1,34,4.0,6,0.0,0,70.0,0,4.0,70.0
40521,Sales & Marketing,Bachelor's,m,1,29,1.5,2,1.0,0,50.0,0,2.0,130.5
40522,Technology,Master's & above,m,1,33,5.0,7,1.0,0,78.0,0,6.0,78.0
40523,Technology,Bachelor's,f,1,38,2.0,2,0.0,0,81.0,0,2.0,81.0
40524,Operations,Bachelor's,m,1,48,5.0,6,1.0,0,58.0,0,7.0,58.0
40525,Procurement,Bachelor's,f,1,24,3.0,3,0.0,0,71.0,0,3.0,130.5
40526,Finance,Master's & above,m,1,35,3.0,8,0.0,0,60.0,0,3.0,60.0
40527,Sales & Marketing,Bachelor's,m,1,27,3.0,2,0.0,0,52.0,0,3.0,52.0
40528,R&D,Master's & above,m,1,35,5.0,6,1.0,0,86.0,0,6.0,86.0
40529,Procurement,Bachelor's,f,1,29,3.0,4,1.0,0,70.0,0,5.0,70.0
40530,HR,Bachelor's,m,1,50,3.0,13,0.0,0,48.0,0,3.0,48.0
40531,Sales & Marketing,Master's & above,m,1,46,1.5,6,0.0,0,48.0,0,1.0,130.5
40532,Operations,Bachelor's,m,1,33,3.0,10,0.0,0,62.0,0,3.0,62.0
40533,Procurement,Master's & above,f,1,38,3.0,5,1.0,0,69.0,0,4.0,69.0
40534,Procurement,Bachelor's,f,1,36,3.0,8,1.0,0,76.0,1,4.0,76.0
40535,Analytics,Bachelor's,m,1,31,3.0,6,0.0,0,88.0,0,3.0,130.5
40536,Sales & Marketing,Master's & above,m,1,32,3.0,6,1.0,0,49.0,0,4.0,49.0
40537,Technology,Bachelor's,f,1,27,3.0,1,0.0,0,82.0,0,,82.0
40538,HR,Bachelor's,f,1,26,2.0,3,0.0,0,49.0,0,2.0,49.0
40539,Technology,Bachelor's,m,1,30,5.0,2,0.0,0,88.0,1,6.0,88.0
40540,Operations,Bachelor's,f,1,34,3.0,9,0.0,0,63.0,0,3.0,63.0
40541,Analytics,Bachelor's,m,1,33,3.0,7,0.0,0,87.0,0,3.0,87.0
40542,Technology,Bachelor's,f,1,26,3.0,2,1.0,0,83.0,1,4.0,83.0
40543,Sales & Marketing,Bachelor's,m,1,43,3.0,13,0.0,0,51.0,0,3.0,51.0
40544,Sales & Marketing,Bachelor's,m,1,32,5.0,3,1.0,0,53.0,0,6.0,53.0
40545,Operations,Bachelor's,f,1,25,3.0,1,0.0,0,58.0,0,,58.0
40546,Sales & Marketing,Bachelor's,f,1,36,3.0,3,1.0,0,51.0,1,4.0,51.0
40547,Procurement,Bachelor's,f,1,25,3.0,1,0.0,0,73.0,0,,130.5
40548,Sales & Marketing,Bachelor's,m,1,39,1.5,9,0.0,0,47.0,0,1.0,130.5
40549,Sales & Marketing,Master's & above,m,1,40,5.0,7,0.0,0,45.0,0,5.0,45.0
40550,Legal,Bachelor's,m,1,54,1.5,7,0.0,0,59.0,0,1.0,59.0
40551,Sales & Marketing,Bachelor's,f,1,41,5.0,13,0.0,0,54.0,0,5.0,54.0
40552,Analytics,Bachelor's,m,1,28,3.0,1,0.0,0,84.0,0,,84.0
40553,Sales & Marketing,Bachelor's,m,1,32,1.5,6,1.0,0,51.0,0,2.0,51.0
40554,Procurement,Bachelor's,m,1,31,1.5,7,0.0,0,70.0,0,1.0,70.0
40555,Procurement,Master's & above,f,1,37,5.0,8,1.0,0,70.0,0,6.0,70.0
40556,Procurement,Bachelor's,m,1,27,3.0,1,1.0,0,68.0,0,,130.5
40557,Procurement,Bachelor's,f,1,31,3.0,3,0.0,0,70.0,0,3.0,130.5
40558,Sales & Marketing,Master's & above,m,1,32,1.5,7,0.0,0,45.0,0,1.0,45.0
40559,Sales & Marketing,Bachelor's,m,1,31,3.0,7,0.0,0,52.0,0,3.0,52.0
40560,Sales & Marketing,Bachelor's,m,1,32,3.0,3,0.0,0,50.0,0,3.0,50.0
40561,Technology,Bachelor's,m,1,30,4.0,5,1.0,0,80.0,0,5.0,130.5
40562,Procurement,Bachelor's,m,1,32,3.0,5,0.0,0,76.0,0,3.0,76.0
40563,Sales & Marketing,Master's & above,m,1,46,2.0,12,0.0,0,48.0,0,2.0,96.0
40564,Operations,Bachelor's,m,1,33,2.0,8,0.0,0,57.0,0,2.0,57.0
40565,Operations,Bachelor's,m,1,28,2.0,5,0.0,0,58.0,0,2.0,58.0
40566,Analytics,Master's & above,m,1,34,5.0,4,1.0,0,85.0,0,6.0,130.5
40567,Procurement,Bachelor's,f,1,37,4.0,4,1.0,0,73.0,1,5.0,73.0
40568,Sales & Marketing,Bachelor's,m,1,31,4.0,7,0.0,0,60.0,1,4.0,60.0
40569,Finance,Bachelor's,m,1,31,4.0,2,0.0,0,56.0,0,4.0,56.0
40570,HR,Master's & above,f,1,38,4.0,4,1.0,0,45.0,0,5.0,45.0
40571,Technology,Master's & above,f,1,34,1.5,6,0.0,0,79.0,0,1.0,79.0
40572,HR,Bachelor's,m,1,33,1.5,7,0.0,0,46.0,0,1.0,46.0
40573,Procurement,Master's & above,m,1,33,4.0,3,1.0,0,71.0,0,5.0,130.5
40574,Operations,Bachelor's,f,1,30,2.0,8,1.0,0,58.0,0,3.0,58.0
40575,Operations,Bachelor's,f,1,26,3.0,2,0.0,0,58.0,0,3.0,58.0
40576,Sales & Marketing,Master's & above,m,1,47,4.0,7,0.0,0,50.0,0,4.0,50.0
40577,Sales & Marketing,Bachelor's,m,1,34,1.5,2,0.0,0,49.0,0,1.0,49.0
40578,Technology,Master's & above,m,1,36,5.0,10,0.0,0,83.0,1,5.0,83.0
40579,Procurement,Bachelor's,m,1,27,4.0,1,1.0,0,83.0,1,5.0,130.5
40580,Legal,Bachelor's,m,1,30,4.0,2,0.0,0,57.0,0,4.0,57.0
40581,Finance,Master's & above,m,1,33,3.0,6,0.0,0,73.0,1,3.0,130.5
40582,Operations,Bachelor's,m,1,32,4.0,5,1.0,0,61.0,0,5.0,61.0
40583,Procurement,Bachelor's,m,1,36,3.0,4,1.0,0,70.0,0,4.0,70.0
40584,Operations,Bachelor's,f,1,35,5.0,4,1.0,0,60.0,0,6.0,120.0
40585,Procurement,Bachelor's,f,1,31,2.0,2,1.0,0,70.0,0,3.0,70.0
40586,Procurement,Bachelor's,f,1,31,3.0,5,0.0,0,71.0,0,3.0,130.5
40587,Operations,Master's & above,m,1,32,5.0,4,0.0,0,62.0,0,5.0,62.0
40588,Technology,Bachelor's,f,1,25,4.0,2,0.0,0,80.0,0,4.0,80.0
40589,Procurement,Master's & above,f,1,36,5.0,5,1.0,0,69.0,0,6.0,69.0
40590,Operations,Bachelor's,m,1,34,4.0,3,1.0,0,61.0,0,5.0,61.0
40591,Procurement,Master's & above,m,1,54,3.0,6,0.0,0,68.0,0,3.0,68.0
40592,Sales & Marketing,Bachelor's,m,1,29,5.0,2,0.0,0,48.0,0,5.0,48.0
40593,Sales & Marketing,Bachelor's,m,1,30,3.0,4,0.0,0,50.0,0,3.0,50.0
40594,Analytics,Bachelor's,m,1,30,5.0,5,1.0,0,83.0,0,6.0,83.0
40595,Sales & Marketing,Bachelor's,f,1,45,1.5,13,0.0,0,46.0,0,1.0,46.0
40596,Technology,Master's & above,m,1,47,5.0,13,0.0,0,79.0,0,5.0,79.0
40597,Technology,Bachelor's,f,1,33,1.5,4,1.0,0,77.0,0,2.0,130.5
40598,Operations,Bachelor's,m,1,37,5.0,7,1.0,0,60.0,0,6.0,60.0
40599,Procurement,Bachelor's,m,1,43,1.5,6,0.0,0,67.0,0,1.0,67.0
40600,Sales & Marketing,Bachelor's,m,1,29,5.0,6,0.0,0,45.0,0,5.0,90.0
40601,Procurement,Bachelor's,f,1,38,2.0,4,0.0,0,68.0,0,2.0,68.0
40602,Analytics,Bachelor's,m,1,42,3.0,4,0.0,0,80.0,0,3.0,130.5
40603,Analytics,Master's & above,m,1,37,5.0,9,1.0,0,84.0,1,6.0,84.0
40604,Analytics,Bachelor's,m,1,27,3.0,1,1.0,0,85.0,0,,85.0
40605,Operations,Bachelor's,m,1,29,3.0,2,1.0,0,59.0,0,4.0,59.0
40606,Operations,Master's & above,f,1,41,3.0,12,1.0,0,59.0,0,4.0,59.0
40607,Technology,Master's & above,m,1,43,3.0,6,0.0,0,81.0,0,3.0,81.0
40608,Procurement,Bachelor's,f,1,27,3.0,2,0.0,0,69.0,0,3.0,69.0
40609,Analytics,Bachelor's,m,1,25,3.0,1,0.0,0,88.0,0,,88.0
40610,Operations,Bachelor's,f,1,33,2.0,6,0.0,0,63.0,0,3.0,63.0
40611,Sales & Marketing,Master's & above,m,1,36,1.5,3,1.0,0,50.0,0,2.0,50.0
40612,Procurement,Bachelor's,m,1,33,5.0,9,1.0,0,68.0,1,6.0,68.0
40613,Procurement,Master's & above,m,1,32,1.5,3,0.0,0,70.0,0,1.0,130.5
40614,Sales & Marketing,Master's & above,m,1,29,3.0,5,0.0,0,46.0,0,3.0,46.0
40615,R&D,Bachelor's,m,1,32,5.0,6,1.0,0,87.0,0,6.0,87.0
40616,Sales & Marketing,Master's & above,m,1,33,5.0,6,1.0,0,45.0,0,6.0,90.0
40617,Technology,Bachelor's,m,1,32,1.5,3,1.0,0,81.0,0,2.0,81.0
40618,Analytics,Bachelor's,m,1,28,3.0,1,0.0,0,87.0,0,,87.0
40619,Technology,Bachelor's,m,1,29,2.0,3,0.0,0,76.0,0,2.0,76.0
40620,Operations,Bachelor's,f,1,26,1.5,4,0.0,0,55.0,0,1.0,55.0
40621,Operations,Bachelor's,m,1,31,3.0,6,1.0,0,63.0,0,4.0,63.0
40622,Technology,Bachelor's,m,1,28,2.0,3,1.0,0,80.0,1,3.0,130.5
40623,Procurement,Bachelor's,m,1,29,3.0,1,0.0,0,68.0,0,,130.5
40624,Operations,Bachelor's,m,1,30,4.0,3,1.0,0,59.0,0,5.0,118.0
40625,Sales & Marketing,Bachelor's,m,1,35,3.0,9,0.0,0,48.0,0,3.0,48.0
40626,Technology,Master's & above,m,1,32,3.0,5,0.0,0,78.0,0,3.0,78.0
40627,Operations,Bachelor's,f,1,29,4.0,2,0.0,0,60.0,0,4.0,60.0
40628,HR,Bachelor's,f,1,27,3.0,1,0.0,0,54.0,0,,54.0
40629,Sales & Marketing,Bachelor's,m,1,41,1.5,3,0.0,0,43.0,0,1.0,43.0
40630,Sales & Marketing,Master's & above,m,1,31,5.0,6,1.0,0,49.0,1,6.0,49.0
40631,Technology,Bachelor's,f,1,28,1.5,4,0.0,0,79.0,0,1.0,79.0
40632,Finance,Master's & above,f,1,54,3.0,10,0.0,0,61.0,0,3.0,61.0
40633,Procurement,Bachelor's,m,1,29,3.0,6,0.0,0,68.0,0,3.0,130.5
40634,Sales & Marketing,Bachelor's,m,1,23,3.0,1,0.0,0,53.0,0,,53.0
40635,Sales & Marketing,Bachelor's,m,1,27,3.0,1,1.0,0,54.0,0,,108.0
40636,Sales & Marketing,Master's & above,m,1,44,3.0,13,0.0,0,53.0,0,3.0,53.0
40637,Operations,Bachelor's,m,1,31,1.5,5,0.0,0,58.0,0,1.0,58.0
40638,Sales & Marketing,Bachelor's,m,1,50,3.0,7,0.0,0,51.0,0,3.0,130.5
40639,Finance,Bachelor's,m,1,29,3.0,2,0.0,0,57.0,0,3.0,57.0
40640,Sales & Marketing,Bachelor's,m,1,31,3.0,5,0.0,0,42.0,0,3.0,126.0
40641,Sales & Marketing,Bachelor's,m,1,34,5.0,8,0.0,0,51.0,0,5.0,51.0
40642,Sales & Marketing,Master's & above,m,1,33,4.0,2,1.0,0,47.0,0,5.0,47.0
40643,Procurement,Below Secondary,m,1,23,1.5,2,0.0,0,69.0,0,1.0,69.0
40644,Operations,Bachelor's,m,1,42,5.0,13,1.0,0,58.0,0,6.0,58.0
40645,Sales & Marketing,Master's & above,m,1,37,2.0,6,0.0,0,50.0,0,2.0,50.0
40646,Sales & Marketing,Bachelor's,m,1,32,5.0,6,1.0,0,50.0,0,6.0,50.0
40647,HR,Master's & above,f,1,33,1.5,8,0.0,0,44.0,0,1.0,44.0
40648,Technology,Bachelor's,m,1,34,1.5,2,0.0,0,78.0,0,1.0,78.0
40649,Sales & Marketing,Bachelor's,f,1,27,1.5,3,0.0,0,48.0,0,1.0,48.0
40650,Operations,Bachelor's,f,1,32,1.5,3,0.0,0,60.0,0,1.0,60.0
40651,HR,Master's & above,f,1,47,2.0,7,0.0,0,49.0,0,2.0,49.0
40652,Sales & Marketing,Master's & above,m,1,42,5.0,13,0.0,0,46.0,0,5.0,46.0
40653,Technology,Bachelor's,m,1,31,5.0,2,0.0,0,95.0,1,5.0,95.0
40654,Finance,Master's & above,f,1,33,3.0,7,1.0,0,58.0,1,5.0,58.0
40655,Technology,Master's & above,f,1,33,4.0,5,0.0,0,83.0,0,4.0,83.0
40656,HR,Bachelor's,m,1,28,5.0,5,0.0,0,50.0,0,5.0,50.0
40657,Procurement,Bachelor's,m,1,47,2.0,13,0.0,0,72.0,0,2.0,130.5
40658,Operations,Bachelor's,f,1,37,4.0,9,0.0,0,60.0,0,4.0,60.0
40659,Operations,Master's & above,f,1,44,3.0,4,1.0,0,59.0,1,5.0,59.0
40660,Analytics,Master's & above,f,1,34,5.0,10,0.0,0,88.0,0,5.0,88.0
40661,HR,Bachelor's,m,1,33,2.0,7,0.0,0,47.0,0,2.0,47.0
40662,Procurement,Bachelor's,m,1,31,2.0,7,0.0,0,67.0,0,2.0,130.5
40663,Finance,Bachelor's,f,1,44,3.0,13,0.0,0,58.0,0,3.0,58.0
40664,Procurement,Bachelor's,f,1,35,3.0,5,0.0,0,67.0,0,3.0,130.5
40665,Operations,Bachelor's,m,1,45,5.0,4,0.0,0,56.0,0,5.0,56.0
40666,Technology,Bachelor's,f,1,35,3.0,8,0.0,0,78.0,0,3.0,78.0
40667,Finance,Master's & above,m,1,31,3.0,9,0.0,0,57.0,0,3.0,57.0
40668,Technology,Bachelor's,m,1,25,2.0,2,0.0,0,82.0,0,2.0,82.0
40669,Analytics,Bachelor's,m,1,30,3.0,2,0.0,0,84.0,0,3.0,84.0
40670,Sales & Marketing,Bachelor's,m,1,27,3.0,2,1.0,0,41.0,0,4.0,41.0
40671,Sales & Marketing,Bachelor's,m,1,21,2.0,2,0.0,0,51.0,0,2.0,51.0
40672,Sales & Marketing,Bachelor's,m,1,49,3.0,13,0.0,0,48.0,0,3.0,48.0
40673,Procurement,Master's & above,f,1,41,1.5,7,0.0,0,73.0,0,1.0,73.0
40674,Sales & Marketing,Bachelor's,m,1,23,4.0,2,1.0,0,58.0,1,5.0,58.0
40675,Sales & Marketing,Bachelor's,m,1,37,5.0,9,1.0,0,47.0,0,6.0,47.0
40676,HR,Master's & above,m,1,35,3.0,9,0.0,0,48.0,0,3.0,48.0
40677,Sales & Marketing,Bachelor's,m,1,25,3.0,1,0.0,0,51.0,0,,102.0
40678,Analytics,Bachelor's,m,1,27,3.0,1,0.0,0,82.0,0,,82.0
40679,Technology,Bachelor's,m,1,25,3.0,1,0.0,0,82.0,0,,82.0
40680,Legal,Bachelor's,m,1,31,2.0,8,1.0,0,62.0,0,3.0,62.0
40681,Technology,Bachelor's,m,1,35,5.0,7,1.0,0,78.0,0,6.0,130.5
40682,Finance,Bachelor's,f,1,53,5.0,7,1.0,0,60.0,0,6.0,60.0
40683,Sales & Marketing,Bachelor's,m,1,40,2.0,3,0.0,0,48.0,0,2.0,48.0
40684,HR,Bachelor's,m,1,31,4.0,7,0.0,0,47.0,0,4.0,47.0
40685,Sales & Marketing,Master's & above,m,1,35,2.0,5,0.0,0,51.0,0,2.0,51.0
40686,Technology,Bachelor's,m,1,34,1.5,9,0.0,0,84.0,0,1.0,84.0
40687,Analytics,Bachelor's,m,1,42,3.0,5,0.0,0,87.0,0,3.0,130.5
40688,Sales & Marketing,Bachelor's,m,1,27,3.0,5,0.0,0,50.0,0,3.0,130.5
40689,Sales & Marketing,Master's & above,m,1,30,3.0,4,0.0,0,49.0,0,3.0,49.0
40690,Sales & Marketing,Master's & above,m,1,41,3.0,7,0.0,0,52.0,0,3.0,104.0
40691,Operations,Bachelor's,m,1,33,3.0,2,0.0,0,59.0,0,3.0,59.0
40692,HR,Bachelor's,m,1,29,5.0,4,0.0,0,55.0,0,5.0,55.0
40693,Procurement,Bachelor's,f,1,32,3.0,10,1.0,0,66.0,1,4.0,66.0
40694,Analytics,Bachelor's,m,1,36,4.0,4,1.0,0,81.0,0,5.0,130.5
40695,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,52.0,0,,52.0
40696,Technology,Bachelor's,m,1,29,3.0,1,0.0,0,85.0,0,,85.0
40697,Technology,Bachelor's,f,1,38,3.0,11,0.0,0,79.0,0,3.0,79.0
40698,Sales & Marketing,Bachelor's,f,1,29,1.5,5,0.0,0,48.0,0,1.0,130.5
40699,Sales & Marketing,Bachelor's,f,1,30,1.5,4,0.0,0,49.0,0,1.0,98.0
40700,Sales & Marketing,Master's & above,f,1,20,3.0,1,0.0,0,48.0,0,,48.0
40701,Operations,Master's & above,m,1,33,5.0,8,1.0,0,60.0,0,6.0,120.0
40702,Operations,Bachelor's,f,1,38,3.0,9,0.0,0,58.0,0,3.0,58.0
40703,Legal,Bachelor's,m,1,27,4.0,5,1.0,0,62.0,0,5.0,62.0
40704,R&D,Bachelor's,m,1,39,5.0,9,1.0,0,86.0,0,6.0,86.0
40705,Technology,Master's & above,m,1,37,3.0,10,1.0,0,76.0,1,4.0,130.5
40706,Operations,Master's & above,m,1,47,3.0,13,0.0,0,58.0,0,3.0,58.0
40707,Sales & Marketing,Bachelor's,m,1,36,3.0,7,0.0,0,52.0,0,3.0,52.0
40708,Technology,Master's & above,f,1,51,2.0,13,0.0,0,82.0,1,2.0,130.5
40709,Operations,Master's & above,f,1,54,4.0,6,0.0,0,63.0,0,4.0,63.0
40710,Technology,Bachelor's,f,1,53,5.0,9,1.0,0,82.0,1,6.0,82.0
40711,Technology,Bachelor's,m,1,45,1.5,6,0.0,0,81.0,0,1.0,81.0
40712,Finance,Bachelor's,m,1,28,5.0,3,0.0,0,62.0,0,5.0,62.0
40713,Sales & Marketing,Bachelor's,m,1,39,5.0,8,0.0,0,54.0,0,5.0,54.0
40714,Technology,Bachelor's,f,1,28,2.0,3,0.0,0,85.0,0,2.0,85.0
40715,Technology,Bachelor's,f,1,40,1.5,10,0.0,0,79.0,0,1.0,79.0
40716,Operations,Bachelor's,m,1,46,4.0,6,1.0,0,59.0,0,5.0,59.0
40717,Technology,Bachelor's,f,1,34,3.0,2,0.0,0,83.0,0,3.0,83.0
40718,Legal,Bachelor's,f,1,39,3.0,5,0.0,0,58.0,0,3.0,58.0
40719,Analytics,Bachelor's,f,1,28,3.0,5,0.0,0,84.0,0,3.0,84.0
40720,Sales & Marketing,Bachelor's,f,1,47,5.0,4,1.0,0,54.0,0,6.0,54.0
40721,Sales & Marketing,Bachelor's,m,1,33,3.0,3,1.0,0,49.0,0,4.0,49.0
40722,Procurement,Bachelor's,f,1,29,3.0,1,0.0,0,69.0,0,,130.5
40723,Operations,Bachelor's,f,1,33,5.0,6,0.0,0,59.0,0,5.0,59.0
40724,HR,Bachelor's,m,1,29,3.0,5,1.0,0,55.0,0,4.0,55.0
40725,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,54.0,0,,108.0
40726,Sales & Marketing,Bachelor's,m,1,46,3.0,2,1.0,0,48.0,1,4.0,48.0
40727,Sales & Marketing,Bachelor's,m,1,25,3.0,1,0.0,0,49.0,0,3.0,49.0
40728,Sales & Marketing,Master's & above,m,1,35,2.0,7,0.0,0,46.0,0,2.0,46.0
40729,Procurement,Bachelor's,f,1,26,3.0,2,0.0,0,69.0,0,3.0,69.0
40730,Sales & Marketing,Bachelor's,f,1,32,4.0,3,0.0,0,43.0,0,4.0,43.0
40731,Technology,Bachelor's,f,1,28,3.0,1,0.0,0,79.0,0,,130.5
40732,Procurement,Bachelor's,m,1,30,4.0,5,1.0,0,70.0,0,5.0,70.0
40733,Technology,Bachelor's,m,1,34,2.0,7,0.0,0,75.0,0,2.0,75.0
40734,Operations,Master's & above,f,1,37,3.0,9,0.0,0,58.0,0,3.0,58.0
40735,Sales & Marketing,Bachelor's,m,1,35,5.0,5,1.0,0,46.0,0,6.0,46.0
40736,Operations,Master's & above,m,1,51,3.0,6,1.0,0,63.0,1,4.0,126.0
40737,Sales & Marketing,Bachelor's,f,1,32,2.0,5,0.0,0,49.0,0,2.0,49.0
40738,Technology,Bachelor's,f,1,25,3.0,3,0.0,0,80.0,0,3.0,80.0
40739,Analytics,Bachelor's,m,1,34,4.0,6,1.0,0,78.0,0,5.0,78.0
40740,Finance,Bachelor's,f,1,35,5.0,4,0.0,0,60.0,0,5.0,60.0
40741,Sales & Marketing,Bachelor's,m,1,24,3.0,1,0.0,0,47.0,0,,94.0
40742,Procurement,Master's & above,m,1,54,1.5,13,0.0,0,68.0,0,1.0,68.0
40743,Legal,Master's & above,m,1,54,1.5,13,0.0,0,57.0,0,1.0,57.0
40744,Operations,Bachelor's,m,1,39,3.0,9,0.0,0,56.0,0,3.0,56.0
40745,Analytics,Master's & above,m,1,35,3.0,8,0.0,0,83.0,0,3.0,83.0
40746,Procurement,Bachelor's,m,1,46,5.0,3,1.0,0,68.0,0,6.0,68.0
40747,Technology,Master's & above,m,1,49,5.0,11,1.0,0,79.0,0,6.0,79.0
40748,Operations,Master's & above,f,1,50,4.0,13,1.0,0,55.0,0,5.0,55.0
40749,Sales & Marketing,Bachelor's,f,1,27,1.5,2,0.0,0,50.0,0,1.0,50.0
40750,Sales & Marketing,Master's & above,m,1,35,1.5,2,0.0,0,45.0,0,1.0,45.0
40751,R&D,Bachelor's,m,1,31,4.0,5,0.0,0,84.0,0,4.0,84.0
40752,Procurement,Bachelor's,m,1,50,4.0,13,0.0,0,67.0,0,4.0,130.5
40753,R&D,Master's & above,m,1,30,4.0,2,1.0,0,83.0,0,5.0,83.0
40754,Operations,Bachelor's,f,1,37,5.0,8,0.0,0,79.0,1,5.0,79.0
40755,Procurement,Bachelor's,m,1,23,5.0,2,1.0,0,67.0,0,6.0,67.0
40756,Operations,Bachelor's,m,1,51,5.0,13,0.0,0,62.0,0,5.0,62.0
40757,Sales & Marketing,Master's & above,f,1,35,3.0,9,0.0,0,52.0,0,3.0,52.0
