employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
36147,Operations,region_15,Master's & above,f,other,1,40,3.0,10,0,0,60,0
52132,Technology,region_11,Master's & above,m,other,1,32,3.0,5,0,0,80,0
48306,Procurement,region_22,Bachelor's,m,other,2,29,5.0,4,1,0,74,0
74425,Analytics,region_29,Bachelor's,m,sourcing,1,27,5.0,5,1,0,84,0
44301,Technology,region_11,Bachelor's,f,other,1,32,,1,0,0,80,0
27917,Procurement,region_4,Master's & above,m,other,1,43,3.0,11,0,0,72,0
40671,Analytics,region_19,Bachelor's,m,sourcing,1,39,3.0,4,0,0,89,0
22498,Sales & Marketing,region_28,Bachelor's,f,sourcing,3,27,1.0,3,0,0,53,0
72614,Technology,region_2,Master's & above,m,other,1,50,3.0,20,1,0,76,1
21290,Analytics,region_22,Master's & above,f,other,1,36,2.0,8,0,0,81,0
65956,Legal,region_31,Bachelor's,m,other,1,30,1.0,5,0,0,60,0
72074,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,31,5.0,2,1,0,49,1
74132,Technology,region_2,Bachelor's,m,sourcing,1,47,1.0,6,0,0,80,0
33281,Analytics,region_22,,m,sourcing,1,29,3.0,6,1,0,86,1
23114,Operations,region_31,Master's & above,f,sourcing,1,37,4.0,2,0,0,62,0
15737,Finance,region_22,Bachelor's,m,sourcing,1,24,,1,0,0,56,0
23649,Analytics,region_20,Bachelor's,m,other,1,29,1.0,6,0,0,82,0
44652,HR,region_16,Bachelor's,m,other,1,25,4.0,1,0,0,52,0
27086,HR,region_2,Bachelor's,f,sourcing,1,45,4.0,13,0,0,53,0
28798,Operations,region_19,Bachelor's,m,sourcing,2,38,2.0,3,0,0,56,0
68521,HR,region_3,Bachelor's,f,sourcing,1,31,3.0,6,1,0,51,0
43922,Analytics,region_31,Master's & above,m,other,1,37,5.0,3,1,0,86,0
37420,R&D,region_25,Bachelor's,m,sourcing,2,30,5.0,2,1,0,86,0
66046,Analytics,region_19,Bachelor's,m,other,1,39,5.0,4,0,0,81,0
35807,Procurement,region_4,Master's & above,m,sourcing,2,32,3.0,4,0,0,71,0
71048,Sales & Marketing,region_7,Master's & above,f,other,1,32,3.0,9,0,0,48,0
72289,Technology,region_17,Bachelor's,f,sourcing,1,29,5.0,4,1,1,86,1
7732,Operations,region_27,Bachelor's,m,other,1,31,4.0,6,0,0,57,0
4677,Sales & Marketing,region_4,Master's & above,m,other,2,47,3.0,13,0,0,47,0
65434,Sales & Marketing,region_27,Master's & above,m,other,1,37,4.0,5,0,0,54,0
4368,Analytics,region_29,Bachelor's,f,other,1,29,,1,1,0,82,0
22343,Procurement,region_13,Master's & above,f,sourcing,1,47,3.0,19,0,0,67,0
63237,Technology,region_22,Bachelor's,m,referred,1,26,4.0,2,0,0,82,0
13291,Sales & Marketing,region_31,Bachelor's,m,other,1,35,1.0,2,0,0,50,0
49576,Sales & Marketing,region_32,Bachelor's,m,sourcing,2,26,,1,0,0,46,0
40439,Sales & Marketing,region_2,Bachelor's,m,other,2,37,1.0,10,0,0,41,0
57987,Sales & Marketing,region_2,Bachelor's,m,sourcing,3,43,3.0,15,0,0,53,0
78149,Sales & Marketing,region_2,,m,sourcing,1,34,4.0,7,1,0,43,0
15740,Sales & Marketing,region_22,Master's & above,m,sourcing,1,31,5.0,3,0,0,47,0
9607,Sales & Marketing,region_2,Master's & above,m,other,1,36,5.0,9,1,0,47,0
62564,Analytics,region_25,Master's & above,m,other,2,35,5.0,5,1,0,82,0
58126,Operations,region_19,Bachelor's,m,other,1,37,3.0,8,0,0,52,0
7920,Procurement,region_15,Bachelor's,f,other,1,27,4.0,2,0,0,67,0
72366,HR,region_7,Below Secondary,f,sourcing,1,26,2.0,4,0,0,48,0
50089,Technology,region_22,Bachelor's,f,other,2,27,1.0,3,0,0,81,0
28323,Sales & Marketing,region_22,Master's & above,m,sourcing,1,34,5.0,4,0,0,48,0
57817,Operations,region_22,Bachelor's,m,other,1,34,5.0,9,0,0,58,0
56217,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,38,2.0,12,0,0,48,0
59655,Technology,region_27,Bachelor's,f,other,1,27,3.0,2,1,0,80,0
35032,Analytics,region_22,Bachelor's,m,other,1,32,5.0,5,1,0,85,0
18541,Sales & Marketing,region_19,Bachelor's,m,other,1,40,2.0,5,0,0,45,0
47482,Operations,region_3,Master's & above,m,sourcing,1,32,4.0,7,0,0,60,0
59991,Sales & Marketing,region_28,Bachelor's,m,other,1,32,5.0,2,1,0,51,1
74273,Sales & Marketing,region_20,Bachelor's,m,other,1,27,3.0,3,0,0,52,0
60521,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,28,,1,0,0,52,0
48267,Analytics,region_7,Master's & above,m,sourcing,1,35,2.0,8,1,0,84,0
37101,Technology,region_13,Master's & above,m,sourcing,1,31,3.0,7,0,0,80,0
3675,Technology,region_8,Master's & above,m,sourcing,1,33,4.0,7,0,0,78,0
6023,Sales & Marketing,region_2,Bachelor's,m,other,2,46,4.0,5,0,0,49,0
31320,Legal,region_22,Master's & above,m,sourcing,1,35,3.0,5,0,0,57,0
13305,Finance,region_26,Bachelor's,m,other,1,27,1.0,5,0,0,59,0
43847,HR,region_16,Master's & above,f,other,1,33,5.0,8,0,0,47,0
39186,Sales & Marketing,region_9,Bachelor's,m,sourcing,1,28,2.0,5,0,0,48,0
882,Sales & Marketing,region_24,Bachelor's,m,sourcing,1,34,4.0,7,0,0,48,0
28624,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,30,1.0,3,0,0,51,0
78123,Operations,region_19,Bachelor's,m,sourcing,1,26,4.0,4,1,0,60,0
61107,Sales & Marketing,region_31,,m,sourcing,1,30,1.0,7,0,0,48,0
36633,Technology,region_22,Bachelor's,m,referred,1,26,3.0,2,1,0,84,0
40618,Legal,region_7,Bachelor's,m,other,1,33,5.0,4,0,0,62,0
61202,Procurement,region_19,Master's & above,m,sourcing,1,43,4.0,15,0,0,69,0
43160,Operations,region_2,Bachelor's,f,sourcing,1,59,4.0,25,0,0,58,0
68774,Technology,region_24,Bachelor's,f,sourcing,2,31,3.0,4,0,0,89,0
70217,Technology,region_32,Bachelor's,m,other,1,30,1.0,4,0,0,77,0
26133,Procurement,region_2,Master's & above,m,sourcing,1,36,4.0,9,0,0,72,0
25545,Operations,region_3,Bachelor's,m,other,1,27,3.0,4,1,0,55,0
56823,Technology,region_7,Master's & above,f,other,1,42,3.0,12,0,0,83,0
19809,Analytics,region_2,Bachelor's,m,sourcing,1,30,4.0,4,0,0,81,0
14754,Sales & Marketing,region_2,,m,sourcing,1,22,,1,0,0,50,0
63466,Procurement,region_2,Master's & above,f,referred,1,55,5.0,4,1,0,68,1
36380,Sales & Marketing,region_31,Bachelor's,m,other,2,24,,1,0,0,47,0
59415,Sales & Marketing,region_11,Bachelor's,m,other,1,37,3.0,10,0,0,51,0
32819,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,28,3.0,4,0,0,51,0
30303,Sales & Marketing,region_2,Bachelor's,m,referred,1,45,2.0,18,1,0,50,0
77174,Operations,region_22,Bachelor's,f,other,1,37,2.0,8,0,0,59,0
48214,Procurement,region_12,Bachelor's,f,other,1,35,4.0,9,0,0,74,0
21603,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,45,1.0,6,0,0,47,0
40948,R&D,region_22,Bachelor's,m,sourcing,2,33,5.0,5,1,0,82,0
54089,Procurement,region_31,Bachelor's,f,other,1,29,,1,0,0,68,0
34896,Operations,region_26,Bachelor's,m,other,1,32,3.0,2,0,0,61,0
40120,Technology,region_27,Bachelor's,m,other,1,33,1.0,9,0,0,80,0
32922,HR,region_2,Bachelor's,f,sourcing,1,48,5.0,11,1,0,50,0
44420,Technology,region_17,Bachelor's,f,other,1,31,3.0,5,0,0,79,0
43912,Technology,region_26,Bachelor's,m,sourcing,1,32,3.0,10,1,0,79,1
68319,Sales & Marketing,region_8,Bachelor's,m,other,1,36,3.0,8,0,0,42,0
2278,Sales & Marketing,region_26,Bachelor's,m,other,1,43,5.0,5,0,0,52,0
4722,Procurement,region_22,Master's & above,m,sourcing,1,31,1.0,6,1,0,72,0
64062,Technology,region_28,Bachelor's,m,sourcing,1,33,4.0,4,1,0,75,0
67180,Technology,region_11,Bachelor's,m,other,1,35,2.0,10,0,0,83,0
41578,Operations,region_14,Bachelor's,m,other,1,35,4.0,5,1,0,59,0
63969,Analytics,region_29,Bachelor's,m,sourcing,1,42,3.0,13,0,0,87,0
59706,Sales & Marketing,region_31,,m,sourcing,1,23,1.0,2,0,0,47,0
46489,Operations,region_2,Bachelor's,f,other,1,48,3.0,18,0,0,54,0
52889,Sales & Marketing,region_23,Bachelor's,m,other,2,32,1.0,4,0,1,51,0
24891,Technology,region_7,Master's & above,f,other,1,41,1.0,7,1,0,80,1
47787,Procurement,region_22,Bachelor's,m,sourcing,2,28,1.0,4,0,0,64,0
65780,Operations,region_6,Bachelor's,f,sourcing,1,35,5.0,6,1,0,58,0
36496,Operations,region_22,Below Secondary,f,sourcing,1,24,3.0,2,0,0,61,0
49871,Operations,region_15,Bachelor's,m,other,1,45,3.0,7,0,0,60,0
42172,Operations,region_27,Bachelor's,m,other,2,29,5.0,5,1,0,58,0
11733,Sales & Marketing,region_20,Bachelor's,f,sourcing,1,34,3.0,5,0,0,52,0
21494,Sales & Marketing,region_2,Bachelor's,m,other,3,24,,1,0,0,48,0
3970,HR,region_2,Master's & above,f,other,1,50,5.0,7,1,0,50,0
19097,Sales & Marketing,region_26,Bachelor's,m,other,1,23,,1,0,0,51,0
3048,Sales & Marketing,region_5,Master's & above,m,sourcing,3,32,1.0,6,0,0,46,0
43971,Sales & Marketing,region_11,Bachelor's,m,other,1,32,3.0,2,1,1,53,0
16708,HR,region_32,Bachelor's,m,sourcing,1,33,4.0,9,0,0,51,0
74298,Finance,region_7,Bachelor's,f,sourcing,1,24,,1,1,0,60,0
3443,Technology,region_23,Master's & above,m,other,1,49,2.0,17,1,0,78,1
9161,Operations,region_22,Below Secondary,f,sourcing,2,24,,1,0,0,61,0
6745,Analytics,region_13,Bachelor's,m,sourcing,2,33,4.0,9,0,0,86,0
45726,Analytics,region_24,Bachelor's,m,other,1,30,3.0,3,0,0,87,0
48177,Operations,region_2,Bachelor's,m,sourcing,2,38,3.0,3,0,0,62,0
55475,Operations,region_29,Master's & above,m,sourcing,1,34,1.0,3,0,0,60,0
19378,Finance,region_26,Bachelor's,f,other,1,28,3.0,4,0,0,60,0
37015,Analytics,region_22,Bachelor's,m,referred,1,28,3.0,4,1,1,86,0
21994,HR,region_22,Master's & above,m,sourcing,1,52,3.0,17,0,0,49,0
76807,Finance,region_28,Bachelor's,f,other,1,25,,1,0,0,62,0
58677,HR,region_6,Bachelor's,f,other,1,29,3.0,5,0,0,50,0
77726,Operations,region_32,Bachelor's,m,other,1,28,4.0,2,1,0,61,0
41257,Operations,region_7,Bachelor's,m,other,1,49,3.0,8,0,0,55,0
71578,Technology,region_2,Bachelor's,f,sourcing,1,37,2.0,10,0,0,78,0
20821,HR,region_31,Bachelor's,m,other,1,37,5.0,3,0,0,46,0
43449,Sales & Marketing,region_23,Master's & above,m,other,1,43,3.0,13,0,0,44,0
42065,Sales & Marketing,region_31,Master's & above,m,other,1,33,1.0,10,0,0,49,0
1862,Sales & Marketing,region_31,Bachelor's,m,other,1,34,2.0,2,0,0,51,0
14305,Sales & Marketing,region_13,Master's & above,m,other,1,42,3.0,7,0,0,47,0
38873,HR,region_2,Master's & above,f,other,1,48,3.0,5,1,0,49,1
50630,Technology,region_7,Master's & above,m,other,1,33,4.0,6,1,0,80,0
13732,Operations,region_2,Master's & above,f,sourcing,1,50,5.0,2,0,0,57,0
77079,Finance,region_16,Below Secondary,m,sourcing,1,23,5.0,2,1,0,59,1
20048,Sales & Marketing,region_22,Bachelor's,m,other,2,27,4.0,4,1,0,53,1
3961,Operations,region_26,Bachelor's,m,other,1,37,3.0,10,0,0,59,0
28226,Operations,region_15,Bachelor's,m,other,1,30,3.0,8,0,0,60,0
27994,Sales & Marketing,region_2,Bachelor's,f,other,1,55,1.0,2,1,0,52,0
18167,Operations,region_11,Master's & above,m,sourcing,1,34,3.0,4,0,0,55,0
64581,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,31,1.0,10,0,0,57,0
32748,Sales & Marketing,region_13,Master's & above,m,sourcing,2,33,3.0,9,0,0,53,0
34358,Analytics,region_4,Bachelor's,m,sourcing,1,33,3.0,5,1,0,84,0
1596,Operations,region_15,Bachelor's,f,sourcing,1,45,3.0,18,0,0,59,0
39488,Operations,region_13,Bachelor's,m,other,1,47,3.0,15,0,0,56,0
27624,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,26,3.0,2,0,0,48,0
69933,Operations,region_2,Bachelor's,f,sourcing,1,29,4.0,5,1,0,61,0
63647,Sales & Marketing,region_2,,f,other,1,25,,1,1,0,51,0
13838,Technology,region_31,Bachelor's,f,other,1,31,5.0,6,0,0,92,1
17980,Technology,region_7,Bachelor's,f,other,1,28,5.0,4,1,0,78,0
60183,Sales & Marketing,region_2,Master's & above,m,sourcing,1,55,5.0,7,1,0,52,0
77346,Finance,region_15,Master's & above,m,other,1,34,3.0,7,0,0,65,0
57437,Operations,region_15,Bachelor's,f,sourcing,2,32,5.0,8,1,0,58,0
57417,Operations,region_19,Bachelor's,m,other,1,38,2.0,9,0,0,56,0
70939,Operations,region_26,Bachelor's,m,other,2,31,3.0,7,1,0,66,0
2734,Technology,region_2,Master's & above,m,sourcing,2,42,3.0,3,1,0,75,0
34887,Procurement,region_20,Bachelor's,m,sourcing,1,35,2.0,6,0,0,72,0
6017,Technology,region_7,Bachelor's,f,other,1,29,5.0,5,1,0,78,1
59838,Operations,region_31,Bachelor's,m,sourcing,1,34,4.0,3,0,0,65,0
38234,Analytics,region_22,Master's & above,m,sourcing,2,32,3.0,6,0,0,85,0
41737,Finance,region_22,Bachelor's,f,other,2,27,4.0,3,1,0,65,0
256,Operations,region_16,Master's & above,m,sourcing,1,34,3.0,6,0,0,57,0
6801,Sales & Marketing,region_2,,m,other,1,21,,1,0,0,49,0
36240,Operations,region_2,Bachelor's,m,other,1,31,4.0,5,0,0,62,0
29087,Analytics,region_2,Bachelor's,m,sourcing,1,35,4.0,6,0,0,87,0
43888,Technology,region_1,Master's & above,f,sourcing,1,35,3.0,5,1,0,96,1
75840,Operations,region_22,Bachelor's,f,other,1,27,4.0,2,0,0,56,0
31294,Sales & Marketing,region_23,Master's & above,f,other,1,34,3.0,8,0,0,46,0
15755,Analytics,region_29,Bachelor's,m,sourcing,1,36,3.0,9,1,0,88,0
75719,Sales & Marketing,region_17,Bachelor's,m,other,1,35,4.0,7,1,0,49,0
61290,Technology,region_20,Bachelor's,m,sourcing,1,26,3.0,4,1,0,80,0
61672,Finance,region_22,Bachelor's,m,other,2,28,3.0,2,0,0,59,0
52677,Procurement,region_10,Bachelor's,m,sourcing,1,28,3.0,4,0,0,71,0
66203,Analytics,region_31,Bachelor's,m,sourcing,1,36,3.0,7,0,0,86,0
69916,Sales & Marketing,region_22,Master's & above,m,sourcing,1,32,3.0,6,1,0,47,0
67234,Operations,region_4,Master's & above,f,sourcing,1,44,5.0,9,0,0,63,0
8146,HR,region_30,Bachelor's,m,other,1,27,3.0,4,0,0,53,0
36988,Operations,region_23,Master's & above,f,other,3,39,5.0,8,0,0,75,1
39567,Operations,region_22,Bachelor's,m,sourcing,1,26,4.0,2,1,0,57,0
74846,Legal,region_2,Master's & above,f,sourcing,1,46,3.0,14,1,0,55,0
49160,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,33,3.0,5,0,0,47,0
43364,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,30,3.0,5,0,0,51,0
18112,Operations,region_2,Bachelor's,f,other,1,35,3.0,5,0,0,63,0
47270,Sales & Marketing,region_2,Bachelor's,m,sourcing,2,59,3.0,28,0,0,45,0
74959,HR,region_15,Bachelor's,m,other,1,32,4.0,10,0,0,47,0
78138,Analytics,region_28,Master's & above,m,other,1,31,3.0,6,1,0,86,0
57724,Procurement,region_17,Bachelor's,m,sourcing,1,33,4.0,5,1,0,70,1
69527,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,45,3.0,7,0,0,50,0
17650,Technology,region_2,Bachelor's,f,other,1,55,3.0,8,0,0,79,0
47010,Operations,region_4,Master's & above,m,other,1,47,5.0,15,0,0,65,0
56564,Procurement,region_13,Bachelor's,f,other,1,30,,1,1,0,70,0
3148,Finance,region_2,Bachelor's,f,sourcing,1,32,5.0,7,0,0,58,0
61461,Analytics,region_7,Bachelor's,m,other,1,28,5.0,4,0,0,85,0
76417,Analytics,region_30,Bachelor's,m,other,1,28,5.0,4,0,1,85,1
74729,Operations,region_24,Bachelor's,f,other,1,32,5.0,3,1,0,61,0
77258,Sales & Marketing,region_15,Bachelor's,m,other,1,43,4.0,7,0,0,47,0
41544,Sales & Marketing,region_23,Bachelor's,m,other,1,39,3.0,9,0,0,51,0
21355,Analytics,region_22,Bachelor's,m,sourcing,4,29,5.0,2,1,0,87,0
64450,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,46,3.0,13,1,0,50,0
5514,Legal,region_22,Bachelor's,f,other,1,31,,1,0,0,60,0
7936,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,25,,1,0,0,52,0
75803,Sales & Marketing,region_22,Master's & above,m,sourcing,2,49,2.0,3,0,0,46,0
4768,Technology,region_2,Bachelor's,m,sourcing,4,27,4.0,2,0,0,73,0
39146,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,45,1.0,13,0,0,48,0
58337,Procurement,region_8,Bachelor's,f,other,1,33,3.0,3,0,0,68,0
32620,Procurement,region_2,Bachelor's,m,sourcing,1,33,3.0,6,0,0,68,0
42108,Analytics,region_22,Master's & above,m,sourcing,2,32,3.0,3,1,0,89,1
34331,Operations,region_12,Bachelor's,f,other,1,27,,1,1,0,50,0
6316,Sales & Marketing,region_22,Bachelor's,m,other,1,28,3.0,6,1,0,47,0
73626,Operations,region_2,Bachelor's,f,other,1,50,3.0,19,1,0,62,0
77189,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,37,2.0,7,0,0,47,0
50715,Technology,region_15,Bachelor's,m,other,1,32,3.0,7,1,1,79,0
37677,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,27,1.0,3,0,0,53,0
39856,Operations,region_22,Bachelor's,f,sourcing,1,30,4.0,7,0,0,58,0
38358,Operations,region_23,Master's & above,m,other,1,45,3.0,4,1,0,59,1
75567,Finance,region_4,Master's & above,m,other,1,35,4.0,3,0,0,59,0
73636,Procurement,region_6,Bachelor's,m,other,1,35,3.0,3,0,0,69,0
24034,Analytics,region_31,Master's & above,m,other,1,33,4.0,3,0,0,84,0
33258,Operations,region_4,Master's & above,f,other,1,42,3.0,11,0,0,56,0
16851,Technology,region_24,Bachelor's,f,other,1,28,5.0,4,1,0,77,0
14782,Operations,region_10,Bachelor's,m,sourcing,1,27,,1,1,0,59,0
18411,Sales & Marketing,region_2,Bachelor's,m,other,4,49,1.0,5,0,0,49,0
9946,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,43,1.0,3,0,0,52,0
63279,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,29,,1,0,0,59,1
73116,Technology,region_26,Bachelor's,m,sourcing,1,24,4.0,2,0,0,78,0
67147,Technology,region_24,Bachelor's,f,other,1,32,3.0,3,0,0,77,0
43125,Operations,region_2,Bachelor's,f,other,1,50,3.0,13,0,0,59,0
44069,Sales & Marketing,region_26,Bachelor's,m,sourcing,1,32,5.0,6,1,0,48,0
7215,Finance,region_7,Master's & above,m,other,2,38,4.0,4,0,0,76,1
74002,Operations,region_2,Bachelor's,m,other,1,26,2.0,3,0,0,58,0
54833,Technology,region_2,Master's & above,m,other,1,48,4.0,19,1,0,81,0
35490,Operations,region_2,Bachelor's,m,other,1,28,2.0,5,0,0,52,0
11294,Operations,region_31,Master's & above,m,sourcing,1,36,3.0,7,1,0,58,0
22049,HR,region_7,Master's & above,f,other,1,50,3.0,18,0,0,53,0
64260,Sales & Marketing,region_15,Bachelor's,m,other,1,20,5.0,2,0,0,48,0
38841,Procurement,region_2,Bachelor's,f,other,1,24,,1,0,0,71,0
76564,Procurement,region_31,Bachelor's,f,sourcing,2,36,3.0,5,1,0,71,0
4837,Procurement,region_2,Bachelor's,f,sourcing,1,46,5.0,17,1,0,68,0
67214,Procurement,region_26,Bachelor's,f,other,1,41,3.0,11,1,0,68,0
76973,Procurement,region_7,Master's & above,f,other,1,34,4.0,4,1,0,71,0
38654,Sales & Marketing,region_22,Master's & above,m,other,2,58,1.0,14,0,0,49,0
60177,Sales & Marketing,region_2,Bachelor's,f,other,3,37,2.0,9,0,0,51,0
10982,Sales & Marketing,region_26,Bachelor's,m,other,1,40,2.0,11,0,0,47,0
77088,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,26,5.0,2,1,0,51,0
63551,Technology,region_16,Bachelor's,m,sourcing,2,32,4.0,3,1,0,81,1
57206,Analytics,region_28,Bachelor's,m,sourcing,1,30,4.0,2,0,0,83,0
4627,Sales & Marketing,region_14,Bachelor's,m,sourcing,1,46,4.0,4,1,0,95,1
52817,Operations,region_14,Master's & above,m,sourcing,1,36,4.0,8,1,0,56,0
29984,Sales & Marketing,region_2,Master's & above,m,sourcing,1,58,3.0,32,1,0,52,1
13697,Operations,region_15,Master's & above,m,referred,2,36,5.0,8,0,0,58,0
45963,Operations,region_13,Bachelor's,m,other,1,32,5.0,2,1,0,55,0
33091,Technology,region_31,Bachelor's,m,sourcing,1,32,2.0,3,0,0,79,0
74127,Analytics,region_22,Master's & above,m,other,1,35,2.0,7,0,0,82,0
25024,Analytics,region_2,Master's & above,m,sourcing,1,58,3.0,4,0,0,83,0
52843,Finance,region_15,Bachelor's,m,other,3,29,5.0,5,1,0,60,0
61046,Sales & Marketing,region_13,Bachelor's,m,other,1,33,3.0,3,1,0,49,0
25179,Sales & Marketing,region_7,Bachelor's,m,other,1,42,1.0,14,1,0,49,1
68634,HR,region_2,Bachelor's,m,other,1,28,3.0,2,1,0,53,0
52370,Procurement,region_7,Master's & above,f,sourcing,1,45,3.0,3,0,0,69,0
48266,Technology,region_7,Master's & above,m,sourcing,2,37,5.0,5,1,0,77,0
77317,Sales & Marketing,region_13,Bachelor's,m,other,1,39,4.0,12,0,0,49,0
57710,Technology,region_2,Master's & above,m,sourcing,1,55,5.0,15,1,0,79,0
20529,Operations,region_15,Bachelor's,m,referred,1,39,5.0,4,1,0,62,0
52201,HR,region_2,Master's & above,m,sourcing,1,40,5.0,5,0,0,49,0
14258,Operations,region_3,Bachelor's,m,sourcing,1,28,3.0,3,1,0,63,0
73421,Analytics,region_22,Master's & above,m,sourcing,1,33,5.0,4,1,0,82,0
5788,Operations,region_15,Bachelor's,m,sourcing,1,38,3.0,9,0,0,57,0
75969,Analytics,region_22,Bachelor's,f,sourcing,1,28,,1,1,0,88,1
13545,Legal,region_25,Bachelor's,m,other,1,29,,1,0,0,62,0
32716,Technology,region_17,Bachelor's,m,other,1,34,3.0,9,0,0,83,0
23401,Operations,region_6,Bachelor's,f,sourcing,2,29,4.0,2,0,0,56,0
24705,Sales & Marketing,region_15,Bachelor's,f,sourcing,1,26,3.0,4,1,0,48,0
15469,Analytics,region_8,Master's & above,m,sourcing,1,41,5.0,2,0,0,83,0
64280,Sales & Marketing,region_4,,m,other,1,38,5.0,10,1,0,49,0
64941,Sales & Marketing,region_14,Bachelor's,m,sourcing,2,38,5.0,5,1,0,48,0
37251,Technology,region_16,Bachelor's,m,sourcing,1,36,4.0,4,1,0,81,0
53846,Finance,region_15,Bachelor's,m,sourcing,1,27,4.0,2,1,0,57,1
34160,HR,region_2,Bachelor's,m,other,2,32,1.0,3,0,0,50,0
36679,Procurement,region_22,Bachelor's,m,other,3,30,5.0,5,1,0,69,0
43694,Operations,region_8,Master's & above,f,other,1,33,5.0,7,1,0,56,0
40190,Procurement,region_29,Bachelor's,m,sourcing,1,28,1.0,5,0,0,70,0
22694,Finance,region_2,Bachelor's,f,sourcing,1,39,3.0,4,0,0,75,1
15116,Sales & Marketing,region_23,Master's & above,m,other,1,34,3.0,3,1,0,48,0
59091,Sales & Marketing,region_7,Master's & above,f,other,1,35,4.0,8,1,0,44,0
23007,Legal,region_22,Master's & above,m,other,1,44,2.0,3,1,0,62,0
48231,HR,region_7,Master's & above,m,sourcing,1,40,3.0,3,0,0,48,0
48222,Sales & Marketing,region_22,Bachelor's,m,sourcing,2,29,,1,0,0,45,0
33228,Finance,region_2,Bachelor's,m,other,5,26,3.0,2,0,0,63,0
43008,Legal,region_2,Below Secondary,m,sourcing,1,23,5.0,2,0,0,57,0
35472,Operations,region_16,Bachelor's,f,other,1,32,3.0,8,0,0,59,0
47746,Technology,region_31,Master's & above,m,other,1,30,3.0,5,0,0,80,0
12712,Operations,region_16,Master's & above,m,other,1,34,4.0,7,1,0,61,0
4039,Procurement,region_2,Master's & above,f,sourcing,2,42,3.0,6,1,0,70,0
58283,Procurement,region_13,Master's & above,m,other,1,53,4.0,16,1,0,72,0
2944,Technology,region_7,Master's & above,f,sourcing,2,33,5.0,9,1,0,83,1
32505,Sales & Marketing,region_14,Bachelor's,m,other,2,27,3.0,2,0,0,51,0
35553,Procurement,region_22,Bachelor's,f,other,2,26,4.0,2,0,0,72,0
3166,Operations,region_1,Bachelor's,m,other,1,32,5.0,6,1,0,60,0
47158,Operations,region_7,Bachelor's,m,sourcing,1,37,4.0,3,0,0,63,0
23459,Technology,region_7,Master's & above,m,other,1,59,3.0,18,0,0,76,0
27441,Operations,region_27,Master's & above,f,other,1,36,3.0,7,0,0,64,0
15281,Sales & Marketing,region_17,Bachelor's,m,sourcing,4,26,1.0,2,0,0,47,0
1012,Finance,region_2,Master's & above,m,other,1,55,1.0,16,0,0,57,0
7275,Sales & Marketing,region_7,Master's & above,f,other,2,40,5.0,6,0,0,47,0
49366,Operations,region_32,Bachelor's,f,sourcing,1,34,3.0,3,0,0,65,0
42216,Operations,region_26,Bachelor's,f,sourcing,1,25,4.0,2,0,0,60,0
4572,HR,region_22,Master's & above,f,other,1,33,5.0,7,0,0,50,0
48452,Sales & Marketing,region_34,Bachelor's,m,other,1,35,1.0,6,0,0,54,0
20296,Analytics,region_7,Master's & above,m,sourcing,1,35,3.0,9,0,0,88,0
8020,Technology,region_26,Bachelor's,m,sourcing,1,38,3.0,7,0,0,80,0
45806,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,26,5.0,2,0,0,48,0
75516,Procurement,region_15,Bachelor's,m,sourcing,1,28,2.0,6,0,0,68,0
17400,Sales & Marketing,region_20,Master's & above,m,other,2,34,3.0,6,0,0,47,0
25349,Technology,region_23,Bachelor's,m,other,1,31,3.0,6,0,0,81,0
70008,Technology,region_24,Bachelor's,f,other,1,27,3.0,3,0,0,79,0
14009,Operations,region_13,Bachelor's,m,sourcing,1,34,2.0,4,0,0,64,0
44619,Sales & Marketing,region_22,,m,sourcing,1,30,3.0,5,0,0,47,0
41607,Operations,region_13,Bachelor's,m,sourcing,1,43,4.0,12,1,0,62,0
13976,Analytics,region_31,Bachelor's,m,other,1,52,1.0,3,0,0,85,0
26255,Sales & Marketing,region_2,Master's & above,f,sourcing,2,42,5.0,10,0,0,48,0
68744,Procurement,region_10,Master's & above,m,sourcing,1,33,4.0,4,1,0,70,1
11247,Sales & Marketing,region_27,,m,sourcing,2,31,1.0,6,0,0,47,0
22595,Operations,region_13,Master's & above,m,other,1,39,3.0,6,1,0,58,1
74461,Operations,region_22,,m,sourcing,1,24,2.0,2,1,0,53,0
